po_item_id,po_id,product_id,quantity_ordered,quantity_received,unit_cost
16675,5546,192,14100,13486,23.92
16676,5547,21,4750,4729,70.86
16677,5547,2,7400,7085,24.42
16678,5547,133,2470,2443,10.64
16679,5547,11,23100,22533,17.56
16680,5548,6,1690,1672,28.63
16681,5548,173,2590,2518,13.01
16682,5548,144,11375,11181,31.61
16683,5549,32,660,646,34.9
16684,5550,117,199,191,215.24
16685,5550,140,138,135,30.57
16686,5550,131,134,131,23.83
16687,5550,169,880,838,9.22
16688,5551,151,560,535,462.07
16689,5551,181,570,553,94.69
16690,5551,13,309,298,77.02
16691,5552,111,11150,10620,20.45
16692,5552,191,12325,12181,17.59
16693,5552,4,1950,1902,22.61
16694,5552,125,430,408,98.6
16695,5552,84,1895,1834,14.18
16696,5553,83,8500,8112,28.97
16697,5553,7,22100,21932,14.89
16698,5553,11,16000,15794,17.22
16699,5553,53,8350,8042,13.88
16700,5553,85,1145,1138,11.5
16701,5554,181,1915,1833,94.69
16702,5554,13,444,426,77.02
16703,5554,80,3850,3834,260.72
16704,5555,170,2080,2066,8.21
16705,5555,56,404,384,35.19
16706,5555,69,11125,10579,52.52
16707,5556,31,10625,10220,12.84
16708,5556,52,5450,5343,73.5
16709,5557,196,215,214,64.29
16710,5557,117,326,321,215.24
16711,5557,59,1925,1916,193.37
16712,5558,16,300,296,31.3
16713,5558,9,1570,1569,32.35
16714,5558,37,4220,4184,221.02
16715,5559,88,3325,3170,28.23
16716,5559,107,1010,999,15.47
16717,5560,53,10350,10162,12.89
16718,5560,147,980,978,16.96
16719,5561,106,10650,10253,25.93
16720,5561,30,4430,4318,16.42
16721,5561,104,333,324,15.65
16722,5561,115,1610,1591,15.37
16723,5561,43,9375,9361,8.54
16724,5562,47,3950,3825,12.54
16725,5563,67,620,608,45.54
16726,5564,64,1160,1124,15.1
16727,5565,150,277,268,23.68
16728,5565,193,1800,1774,14.01
16729,5566,136,1340,1295,22.87
16730,5566,99,3200,3040,87.83
16731,5567,194,15900,15146,13.29
16732,5567,102,428,417,26.84
16733,5567,154,14800,14439,327.18
16734,5567,185,2275,2245,13.59
16735,5568,192,17950,17882,23.92
16736,5568,36,7625,7432,19.39
16737,5569,40,10200,10184,62.61
16738,5569,172,7350,7210,52.18
16739,5569,101,18400,17879,51.72
16740,5570,173,3390,3357,14.19
16741,5570,133,2325,2269,10.72
16742,5571,155,5250,5214,283.57
16743,5571,184,462,452,95.88
16744,5571,71,394,378,174.49
16745,5572,193,2810,2806,13.99
16746,5572,66,3410,3265,531.48
16747,5572,141,134,129,50.2
16748,5572,184,125,123,98.43
16749,5572,104,59,56,13.8
16750,5573,88,5275,5170,27.72
16751,5573,19,8625,8329,218.68
16752,5573,173,2960,2949,14.19
16753,5574,173,1000,968,14.19
16754,5574,110,10950,10804,185.68
16755,5574,66,1480,1477,496.9
16756,5574,58,86,85,9.23
16757,5575,17,22300,21438,47.49
16758,5575,194,22800,22418,14.5
16759,5575,197,3780,3647,21.2
16760,5575,77,1515,1464,27.57
16761,5576,181,1825,1809,94.69
16762,5576,13,433,413,77.02
16763,5576,80,7175,6952,260.72
16764,5576,63,9300,8858,13.25
16765,5577,51,460,437,9.78
16766,5578,137,305,297,26.52
16767,5579,178,468,463,156.72
16768,5579,116,3930,3913,214.77
16769,5579,146,494,490,225.48
16770,5580,161,229,218,18.97
16771,5581,16,1560,1552,29.6
16772,5581,176,77,76,15.31
16773,5581,120,2260,2194,86.74
16774,5582,24,2190,2179,96.11
16775,5583,151,1780,1709,462.07
16776,5583,63,10575,10340,13.25
16777,5583,80,9350,9151,260.72
16778,5583,181,2365,2327,94.69
16779,5584,20,1975,1959,342.23
16780,5584,149,2470,2442,375.72
16781,5584,92,141,136,15.27
16782,5584,1,313,307,12.43
16783,5585,180,745,711,7.07
16784,5585,142,21600,21472,10.48
16785,5585,152,133,130,27.02
16786,5585,187,10950,10836,9.24
16787,5586,63,2950,2929,13.25
16788,5586,181,315,306,94.69
16789,5586,151,1390,1362,462.07
16790,5586,80,10625,10145,260.72
16791,5586,13,490,481,77.02
16792,5587,128,11600,11474,10.36
16793,5587,101,5400,5290,51.72
16794,5587,190,16950,16420,21.52
16795,5588,18,3500,3435,63.7
16796,5588,152,392,376,29.73
16797,5588,39,960,912,11.69
16798,5589,131,474,453,23.83
16799,5589,1,302,293,11.2
16800,5589,117,390,371,215.24
16801,5589,69,5775,5616,55.48
16802,5589,51,167,164,9.78
16803,5590,54,219,208,29.28
16804,5590,24,2770,2639,103.23
16805,5590,103,9875,9435,25.16
16806,5590,170,1635,1566,7.31
16807,5591,81,4540,4319,78.5
16808,5592,195,384,375,84.86
16809,5592,21,7025,6719,70.86
16810,5593,120,1155,1130,76.0
16811,5594,178,474,467,155.92
16812,5594,60,13100,12726,417.05
16813,5594,81,890,873,74.7
16814,5595,95,2850,2805,396.39
16815,5595,195,457,434,84.86
16816,5595,81,970,956,73.37
16817,5595,83,1925,1897,25.84
16818,5596,86,50,49,98.88
16819,5596,91,500,499,14.36
16820,5597,99,7050,6830,87.83
16821,5597,92,205,199,15.46
16822,5597,9,2640,2619,29.28
16823,5598,34,2155,2096,70.6
16824,5598,161,148,145,18.97
16825,5598,20,1755,1723,342.23
16826,5598,154,14750,14730,355.29
16827,5599,19,2000,1933,243.22
16828,5600,88,5400,5295,29.64
16829,5600,102,455,449,26.84
16830,5600,39,2105,2015,10.86
16831,5600,185,870,828,13.59
16832,5601,37,2680,2647,199.68
16833,5601,176,145,138,16.47
16834,5601,27,2045,1992,47.47
16835,5602,44,478,456,16.76
16836,5603,122,162,160,82.73
16837,5603,168,14300,13742,259.48
16838,5603,108,4770,4720,89.61
16839,5603,142,10700,10274,9.98
16840,5604,93,16400,16069,38.69
16841,5604,114,7525,7415,17.9
16842,5604,59,425,417,212.9
16843,5605,35,17300,16610,480.8
16844,5605,178,344,340,156.72
16845,5605,116,2430,2322,214.77
16846,5605,87,24700,23534,232.58
16847,5606,79,1355,1314,11.42
16848,5607,88,4050,3935,27.72
16849,5607,186,12375,12040,135.85
16850,5607,19,5475,5358,218.68
16851,5607,96,9350,8937,8.93
16852,5608,73,2435,2396,219.79
16853,5608,61,276,270,23.36
16854,5608,48,1975,1896,299.5
16855,5608,37,3540,3464,199.68
16856,5608,27,975,946,47.47
16857,5609,147,3680,3567,17.21
16858,5610,145,1430,1377,20.04
16859,5611,84,2455,2350,14.64
16860,5611,99,8975,8913,81.94
16861,5611,66,3110,2988,531.48
16862,5611,141,312,306,50.2
16863,5612,181,1570,1515,103.72
16864,5612,12,7250,7051,18.32
16865,5612,27,1690,1651,47.47
16866,5612,61,308,294,23.36
16867,5613,56,228,223,40.05
16868,5613,43,8025,7921,8.54
16869,5614,185,1350,1349,13.59
16870,5614,154,13900,13890,327.18
16871,5614,88,7675,7363,29.64
16872,5614,145,2030,1952,20.04
16873,5614,39,2480,2452,10.86
16874,5615,127,2075,2064,16.22
16875,5616,138,4660,4504,490.35
16876,5616,156,5775,5490,367.7
16877,5616,137,465,464,26.52
16878,5617,152,281,279,29.73
16879,5617,125,2110,2073,112.63
16880,5618,39,1225,1191,11.69
16881,5619,42,4775,4540,77.54
16882,5619,9,1310,1303,32.35
16883,5619,125,715,713,109.38
16884,5619,171,10875,10783,90.86
16885,5619,26,207,206,540.82
16886,5620,87,14000,13355,232.58
16887,5621,170,1700,1638,8.21
16888,5621,178,377,361,156.72
16889,5621,116,4640,4589,214.77
16890,5622,68,3410,3309,50.9
16891,5623,195,325,310,84.06
16892,5623,34,820,783,70.6
16893,5624,154,11800,11272,327.18
16894,5624,88,10550,10061,29.64
16895,5624,144,4325,4191,31.16
16896,5624,39,1735,1717,10.86
16897,5624,102,63,60,26.84
16898,5625,143,10250,9959,72.91
16899,5625,165,206,198,16.8
16900,5625,101,9200,8767,56.71
16901,5625,160,227,223,441.79
16902,5626,178,218,208,138.53
16903,5626,109,10975,10548,28.45
16904,5626,145,900,895,19.59
16905,5626,136,1515,1481,22.12
16906,5626,23,4850,4849,14.24
16907,5627,116,2720,2691,214.77
16908,5628,89,3000,2943,13.05
16909,5628,107,4820,4818,16.56
16910,5628,153,9925,9453,25.0
16911,5628,82,13300,13184,12.61
16912,5628,177,317,302,5.39
16913,5629,105,12250,11686,30.41
16914,5629,190,18850,18309,21.36
16915,5629,149,4190,4061,370.65
16916,5630,177,438,426,5.39
16917,5631,103,4800,4599,25.16
16918,5631,170,255,247,7.31
16919,5632,74,3350,3344,343.8
16920,5632,130,11250,11103,24.8
16921,5632,58,430,429,8.93
16922,5632,4,3330,3189,22.61
16923,5633,44,369,362,18.62
16924,5634,178,409,395,138.53
16925,5634,23,14850,14238,14.24
16926,5634,136,265,252,22.12
16927,5634,121,800,767,25.29
16928,5635,190,24600,23878,20.82
16929,5636,28,351,343,394.63
16930,5636,157,2720,2608,55.17
16931,5636,48,635,625,299.5
16932,5636,86,362,349,108.92
16933,5637,135,9250,9085,24.28
16934,5637,33,5050,4951,10.42
16935,5637,167,1755,1751,42.95
16936,5637,96,11350,11272,9.46
16937,5638,37,2350,2241,199.68
16938,5638,116,3430,3264,221.24
16939,5639,33,24500,24329,9.8
16940,5640,102,158,152,26.84
16941,5640,145,1840,1824,20.04
16942,5640,154,6200,6027,327.18
16943,5640,164,2170,2114,17.87
16944,5641,38,8050,7779,18.7
16945,5641,71,206,204,180.66
16946,5641,165,134,130,16.8
16947,5641,43,3450,3318,8.39
16948,5642,49,185,177,31.14
16949,5642,150,192,184,24.99
16950,5642,108,4530,4344,89.61
16951,5643,154,18700,17768,355.29
16952,5643,92,111,107,15.27
16953,5644,13,257,251,77.02
16954,5644,151,2240,2139,462.07
16955,5644,63,5975,5936,13.25
16956,5645,154,16450,16254,355.29
16957,5645,20,1175,1173,342.23
16958,5646,62,3850,3748,9.38
16959,5646,33,2850,2779,10.42
16960,5647,125,870,831,112.63
16961,5647,128,5325,5297,10.36
16962,5648,127,9950,9940,16.22
16963,5648,183,1620,1550,88.71
16964,5648,106,8500,8181,25.93
16965,5649,181,2140,2054,103.72
16966,5649,37,2280,2256,199.68
16967,5650,33,10800,10769,10.42
16968,5650,41,670,654,32.14
16969,5650,169,1505,1444,8.61
16970,5650,167,820,794,42.95
16971,5651,118,910,903,19.81
16972,5651,1,216,213,11.2
16973,5651,69,10450,10200,55.48
16974,5651,59,1030,1018,193.37
16975,5652,106,9950,9473,28.01
16976,5652,133,2445,2405,10.64
16977,5653,57,244,234,14.51
16978,5653,44,426,412,18.62
16979,5654,193,3450,3310,16.02
16980,5654,185,2125,2098,12.92
16981,5654,121,610,602,25.29
16982,5654,41,2490,2459,31.79
16983,5655,142,14350,14151,9.98
16984,5655,49,244,232,31.14
16985,5655,168,4000,3873,259.48
16986,5656,86,264,252,98.88
16987,5656,135,7650,7625,24.28
16988,5657,157,2850,2760,56.6
16989,5658,105,2325,2251,28.86
16990,5659,172,14000,13823,46.75
16991,5659,195,447,429,84.86
16992,5660,57,98,97,14.51
16993,5660,168,24850,23962,252.14
16994,5660,44,277,269,18.62
16995,5661,96,24250,23883,9.46
16996,5661,150,310,305,23.68
16997,5661,193,2650,2545,14.01
16998,5662,88,4275,4272,29.64
16999,5662,154,17600,17237,327.18
17000,5662,39,1455,1382,10.86
17001,5662,144,1625,1613,31.16
17002,5663,39,1545,1481,11.0
17003,5663,44,348,340,16.76
17004,5663,124,2200,2177,35.6
17005,5664,181,1935,1922,94.69
17006,5664,13,249,246,77.02
17007,5665,200,20100,19846,20.28
17008,5665,103,12050,11565,24.65
17009,5665,23,19000,18512,14.24
17010,5666,91,4620,4455,14.36
17011,5666,193,1080,1034,14.01
17012,5666,24,2170,2162,92.28
17013,5666,156,3225,3215,369.62
17014,5667,157,3270,3264,55.17
17015,5667,61,386,370,23.36
17016,5668,69,11875,11433,58.25
17017,5668,126,1870,1851,194.4
17018,5668,22,585,572,82.63
17019,5669,161,157,153,18.97
17020,5669,189,2790,2660,66.02
17021,5669,182,397,394,69.48
17022,5669,198,6050,5760,9.86
17023,5670,67,3590,3517,45.54
17024,5670,50,2240,2136,21.7
17025,5670,82,12300,12089,12.61
17026,5670,22,1600,1535,82.63
17027,5671,151,610,581,462.07
17028,5671,181,620,619,94.69
17029,5672,52,6075,5775,73.5
17030,5672,76,10125,9712,7.67
17031,5672,27,1545,1496,47.47
17032,5672,119,3030,2998,310.42
17033,5672,48,520,513,299.5
17034,5673,112,3830,3675,23.81
17035,5673,170,280,271,7.31
17036,5674,3,9575,9552,251.97
17037,5674,146,436,423,235.44
17038,5674,96,7000,6760,8.89
17039,5674,10,670,659,24.05
17040,5674,71,246,241,180.66
17041,5675,35,7950,7679,480.8
17042,5676,84,1645,1613,14.18
17043,5676,11,19750,19546,17.77
17044,5676,38,1250,1229,18.93
17045,5676,125,1650,1640,98.6
17046,5676,191,10950,10820,17.59
17047,5677,49,318,303,31.14
17048,5677,97,51,49,39.35
17049,5677,168,9700,9503,259.48
17050,5677,34,695,692,80.71
17051,5678,175,254,241,417.99
17052,5678,158,22450,22419,10.48
17053,5679,198,7725,7589,9.86
17054,5679,157,3350,3293,56.6
17055,5679,20,980,943,342.23
17056,5679,189,4440,4278,66.02
17057,5679,154,23000,22807,355.29
17058,5680,82,24000,23038,12.61
17059,5680,64,2700,2680,15.1
17060,5681,194,24350,23639,13.29
17061,5681,154,24600,24057,327.18
17062,5681,102,164,162,26.84
17063,5681,39,435,428,10.86
17064,5682,137,308,293,26.6
17065,5683,80,7800,7757,260.72
17066,5683,151,2035,1957,462.07
17067,5683,13,444,434,77.02
17068,5684,30,2180,2175,14.99
17069,5684,21,6050,5902,70.86
17070,5684,172,22600,21765,46.75
17071,5684,15,2750,2688,27.06
17072,5684,138,3340,3299,478.15
17073,5685,145,2325,2269,19.59
17074,5686,18,7150,6851,63.7
17075,5686,159,96,94,22.01
17076,5686,90,10100,10044,380.71
17077,5686,112,1030,984,25.75
17078,5687,190,18300,18017,20.82
17079,5687,146,208,201,225.48
17080,5687,56,161,153,35.19
17081,5687,170,2005,1926,8.21
17082,5688,31,7500,7322,12.84
17083,5688,86,279,276,108.92
17084,5689,37,1400,1379,199.68
17085,5690,44,488,471,17.2
17086,5690,191,8200,8016,16.54
17087,5691,153,9050,8964,25.0
17088,5692,171,4025,3828,102.56
17089,5693,107,2450,2369,16.56
17090,5693,126,4930,4795,194.4
17091,5693,50,4980,4829,21.7
17092,5694,116,540,528,214.75
17093,5694,25,4125,3938,25.73
17094,5694,107,710,675,15.47
17095,5694,68,4720,4500,53.54
17096,5694,99,8950,8797,88.07
17097,5695,93,4100,3941,38.69
17098,5695,18,12350,12125,63.78
17099,5696,153,2200,2113,23.08
17100,5696,146,279,278,235.44
17101,5697,58,485,474,9.49
17102,5697,5,8400,8352,44.67
17103,5698,58,209,198,9.49
17104,5699,38,9125,8845,18.7
17105,5699,146,493,485,235.44
17106,5699,3,11675,11326,251.97
17107,5700,64,1230,1223,15.1
17108,5700,177,130,123,5.39
17109,5700,107,4300,4145,16.56
17110,5700,50,740,728,21.7
17111,5701,29,530,514,467.38
17112,5701,103,12025,11962,24.0
17113,5701,168,20150,19832,237.77
17114,5701,141,229,220,53.45
17115,5701,123,3875,3751,16.8
17116,5702,136,2065,1981,22.12
17117,5703,167,340,328,42.95
17118,5703,193,4760,4659,14.01
17119,5703,91,2430,2422,14.36
17120,5704,84,340,337,14.18
17121,5704,141,235,231,51.44
17122,5704,13,464,457,85.04
17123,5704,191,5575,5324,17.59
17124,5705,91,650,636,14.36
17125,5705,193,2760,2650,14.01
17126,5706,189,2000,1997,66.02
17127,5706,182,294,283,69.48
17128,5706,1,376,373,12.43
17129,5706,20,1115,1090,342.23
17130,5706,157,3980,3864,56.6
17131,5707,30,1710,1672,14.99
17132,5707,166,8150,8066,50.54
17133,5707,21,4125,4055,70.86
17134,5708,44,296,285,18.62
17135,5708,36,4075,3994,22.15
17136,5708,72,351,339,20.67
17137,5708,142,15400,14644,10.48
17138,5708,168,2750,2616,252.14
17139,5709,152,102,98,29.73
17140,5709,79,1995,1932,11.42
17141,5709,172,11700,11140,52.18
17142,5709,190,20750,20034,21.52
17143,5709,33,15750,15152,9.8
17144,5710,83,5875,5582,25.84
17145,5710,11,23750,23490,17.56
17146,5710,166,8250,8075,50.54
17147,5711,157,4810,4656,55.17
17148,5711,86,416,409,108.92
17149,5711,52,10425,10399,73.5
17150,5712,13,379,363,77.02
17151,5712,63,2500,2437,13.25
17152,5712,181,2200,2161,94.69
17153,5712,151,1780,1692,462.07
17154,5713,97,51,48,39.35
17155,5713,187,5700,5444,10.32
17156,5714,181,1795,1705,103.72
17157,5714,165,430,408,16.44
17158,5714,28,354,338,394.63
17159,5714,31,7475,7387,12.84
17160,5714,18,1650,1605,65.27
17161,5715,79,2150,2104,12.88
17162,5715,43,3300,3199,8.54
17163,5715,106,14300,13923,25.93
17164,5716,13,255,243,85.04
17165,5717,57,131,128,14.51
17166,5717,137,394,386,26.6
17167,5717,187,7825,7679,9.24
17168,5717,36,4875,4872,22.15
17169,5718,189,2270,2204,60.14
17170,5718,106,25000,24679,25.93
17171,5718,124,9375,9167,37.62
17172,5718,43,10950,10752,8.54
17173,5718,104,451,450,15.65
17174,5719,194,2550,2455,14.5
17175,5720,30,910,904,14.99
17176,5720,11,23700,22784,17.56
17177,5720,2,11250,11066,24.42
17178,5720,106,8300,8002,28.01
17179,5720,172,12100,11950,46.75
17180,5721,116,1990,1968,214.77
17181,5722,33,20050,19956,10.42
17182,5722,150,274,273,23.68
17183,5722,164,1110,1066,16.58
17184,5722,156,12300,11867,369.62
17185,5723,6,1155,1098,28.63
17186,5723,167,1680,1676,40.03
17187,5723,59,375,358,204.18
17188,5723,192,18300,18206,22.88
17189,5723,171,6700,6605,102.56
17190,5724,146,290,278,235.44
17191,5724,134,211,204,10.44
17192,5724,101,9000,8610,56.71
17193,5725,41,1765,1699,32.14
17194,5725,96,13050,12808,9.46
17195,5725,150,69,68,23.68
17196,5725,91,3620,3443,14.36
17197,5726,190,10750,10242,20.82
17198,5726,68,3170,3029,50.9
17199,5727,87,13800,13138,206.15
17200,5727,106,23900,22941,28.48
17201,5727,108,530,515,89.61
17202,5727,150,107,104,24.99
17203,5728,80,3375,3235,257.83
17204,5728,1,136,131,11.2
17205,5728,128,3825,3760,10.48
17206,5728,41,455,436,28.84
17207,5729,78,1325,1271,5.88
17208,5730,182,64,63,69.48
17209,5730,92,227,219,15.27
17210,5731,176,239,230,16.47
17211,5732,125,1240,1193,112.63
17212,5733,166,11450,11319,45.21
17213,5733,152,187,182,29.73
17214,5733,82,16650,15912,12.61
17215,5733,126,1460,1431,194.4
17216,5734,158,24200,23729,10.48
17217,5734,36,6425,6302,19.39
17218,5735,199,2195,2185,83.88
17219,5736,12,11500,11261,18.32
17220,5736,73,1915,1882,219.79
17221,5736,52,5775,5611,73.5
17222,5736,76,2625,2511,7.67
17223,5736,119,810,801,310.42
17224,5737,200,12350,11904,20.28
17225,5737,157,2590,2568,56.39
17226,5737,23,14750,14289,14.24
17227,5737,41,1435,1403,31.79
17228,5738,78,680,657,5.88
17229,5738,157,740,723,56.39
17230,5738,75,2300,2191,21.94
17231,5739,71,176,174,157.66
17232,5740,101,11600,11291,56.71
17233,5740,165,57,56,16.8
17234,5740,38,8650,8599,18.7
17235,5740,10,3130,3041,24.05
17236,5740,123,1350,1292,14.67
17237,5741,120,2205,2186,76.0
17238,5741,137,178,171,26.52
17239,5741,14,3960,3931,383.14
17240,5742,9,2200,2105,32.35
17241,5742,125,880,844,109.38
17242,5742,16,1970,1957,31.3
17243,5743,20,1110,1100,303.13
17244,5743,184,110,107,98.43
17245,5743,147,1120,1112,17.21
17246,5743,39,1690,1672,11.0
17247,5743,104,320,304,13.8
17248,5744,153,8025,7967,25.0
17249,5744,107,4640,4548,16.56
17250,5744,166,3550,3523,45.21
17251,5745,150,57,56,23.68
17252,5745,91,3000,2882,14.36
17253,5745,33,2850,2812,10.42
17254,5746,146,465,442,235.44
17255,5746,10,3370,3353,24.05
17256,5746,134,198,188,10.44
17257,5746,199,2135,2074,83.88
17258,5746,3,7325,7128,251.97
17259,5747,37,1220,1201,221.02
17260,5747,9,4950,4718,32.35
17261,5747,44,492,483,17.2
17262,5747,125,2130,2025,109.38
17263,5748,56,101,98,40.05
17264,5749,99,5775,5768,87.83
17265,5750,49,228,227,31.07
17266,5750,54,192,182,29.28
17267,5750,48,1365,1337,268.02
17268,5751,50,1760,1716,21.7
17269,5752,189,1560,1525,66.02
17270,5752,92,206,198,15.27
17271,5752,20,2225,2190,342.23
17272,5752,198,9350,9030,9.86
17273,5753,46,15150,14714,7.7
17274,5753,186,5275,5169,141.66
17275,5753,191,7150,7015,17.59
17276,5754,199,2135,2071,79.26
17277,5754,49,134,132,27.99
17278,5754,54,161,154,28.62
17279,5754,59,925,922,204.18
17280,5755,2,3675,3615,22.9
17281,5755,146,374,366,225.48
17282,5755,68,3420,3363,50.9
17283,5755,56,70,67,35.19
17284,5756,184,399,395,98.43
17285,5756,39,525,523,11.0
17286,5756,99,4625,4408,81.94
17287,5756,127,4225,4078,14.95
17288,5757,58,253,246,9.49
17289,5758,65,1725,1706,68.45
17290,5758,87,13850,13423,232.58
17291,5759,97,378,371,39.35
17292,5759,60,13500,12847,417.05
17293,5759,150,231,228,24.99
17294,5759,187,9275,8851,10.32
17295,5759,178,102,99,155.92
17296,5760,182,398,383,69.48
17297,5761,172,21650,20827,46.75
17298,5761,95,1780,1755,396.39
17299,5762,139,1770,1728,55.83
17300,5762,43,2100,2017,8.7
17301,5763,137,184,176,26.6
17302,5764,172,11300,11220,52.18
17303,5765,29,1110,1099,467.38
17304,5765,67,4330,4235,40.12
17305,5765,168,13050,12478,237.77
17306,5765,123,2625,2590,16.8
17307,5766,124,6125,6102,38.74
17308,5766,48,685,651,268.02
17309,5766,103,3850,3706,25.16
17310,5767,149,4550,4493,370.65
17311,5767,1,425,411,11.12
17312,5767,190,5550,5350,21.36
17313,5767,123,5375,5356,16.8
17314,5767,105,11400,11362,30.41
17315,5768,198,2050,2014,9.66
17316,5768,164,2240,2172,16.58
17317,5768,24,3230,3121,92.28
17318,5768,41,700,679,32.14
17319,5769,1,376,370,11.2
17320,5769,41,285,278,28.84
17321,5770,134,164,160,10.44
17322,5770,165,73,69,16.8
17323,5770,199,1650,1622,83.88
17324,5770,96,14600,14240,8.89
17325,5770,143,5150,4996,72.91
17326,5771,198,7875,7689,10.61
17327,5771,131,74,73,23.83
17328,5771,164,2275,2268,18.54
17329,5771,128,2125,2072,10.48
17330,5772,66,4340,4329,531.48
17331,5772,26,116,111,478.02
17332,5772,44,255,252,16.76
17333,5772,84,720,704,14.64
17334,5772,184,450,431,98.43
17335,5773,64,1550,1492,15.3
17336,5774,7,23250,22721,16.91
17337,5774,54,161,159,29.28
17338,5774,180,1360,1348,7.28
17339,5774,48,450,433,268.02
17340,5775,178,314,299,155.92
17341,5775,168,14050,13987,259.48
17342,5776,134,316,311,10.44
17343,5776,101,2650,2557,56.71
17344,5777,164,2235,2223,16.58
17345,5777,135,15900,15730,24.28
17346,5778,182,340,324,69.48
17347,5778,149,910,882,375.72
17348,5779,18,4500,4405,63.78
17349,5779,59,2105,2049,212.9
17350,5779,83,8425,8294,28.97
17351,5779,138,2580,2522,490.35
17352,5780,39,2495,2399,10.86
17353,5781,96,20350,19496,8.93
17354,5781,66,2990,2961,496.9
17355,5781,139,4490,4390,55.83
17356,5781,144,8375,7987,32.48
17357,5782,90,5900,5808,380.71
17358,5782,81,3230,3108,78.5
17359,5783,105,3800,3685,30.41
17360,5783,168,4100,3978,237.77
17361,5784,24,3070,2964,96.11
17362,5784,71,421,409,180.66
17363,5785,93,12800,12168,37.58
17364,5785,80,7775,7577,263.09
17365,5785,167,1780,1779,40.03
17366,5785,144,7275,6969,31.61
17367,5785,171,10075,9916,102.56
17368,5786,107,860,817,14.69
17369,5786,176,405,385,15.46
17370,5786,180,1750,1670,7.07
17371,5786,36,7400,7228,22.15
17372,5786,169,690,673,8.92
17373,5787,196,362,355,61.87
17374,5787,17,17900,17585,47.49
17375,5788,43,10925,10922,8.39
17376,5788,101,22350,21854,56.71
17377,5788,160,129,128,441.79
17378,5789,21,9500,9478,70.86
17379,5789,95,990,954,396.39
17380,5790,154,8850,8670,327.18
17381,5790,164,875,867,17.87
17382,5790,88,6625,6489,29.64
17383,5790,185,2115,2024,13.59
17384,5790,102,447,428,26.84
17385,5791,67,3730,3599,45.54
17386,5791,177,311,301,5.39
17387,5791,50,4900,4821,21.7
17388,5791,107,2240,2176,16.56
17389,5792,149,760,753,370.65
17390,5792,113,249,242,24.45
17391,5793,112,3970,3885,25.75
17392,5794,149,690,689,370.65
17393,5794,53,9550,9408,13.86
17394,5794,67,890,883,40.12
17395,5794,71,337,335,174.49
17396,5795,123,5000,4859,15.37
17397,5796,40,8425,8088,62.61
17398,5796,159,264,252,22.01
17399,5797,92,207,201,15.27
17400,5797,154,12800,12278,355.29
17401,5797,157,4670,4541,56.6
17402,5797,195,381,380,84.06
17403,5797,34,1335,1315,70.6
17404,5798,173,4610,4564,14.19
17405,5798,66,4580,4454,496.9
17406,5798,163,12900,12271,21.82
17407,5798,186,6550,6541,135.85
17408,5799,2,12450,12232,24.42
17409,5799,106,10950,10753,28.01
17410,5800,145,1675,1638,19.59
17411,5800,136,1740,1657,22.12
17412,5801,178,199,189,155.92
17413,5801,150,261,255,24.99
17414,5801,129,890,874,33.07
17415,5802,56,412,396,37.68
17416,5802,107,1760,1713,14.69
17417,5802,44,477,473,18.62
17418,5802,180,1315,1300,7.07
17419,5803,29,2310,2220,467.38
17420,5803,67,2960,2879,40.12
17421,5803,147,4150,4045,17.39
17422,5803,168,15900,15392,237.77
17423,5803,155,6000,5906,283.57
17424,5804,116,3080,2961,221.24
17425,5804,28,87,84,394.63
17426,5804,73,1990,1982,219.79
17427,5805,161,275,265,18.97
17428,5805,34,1635,1624,70.6
17429,5805,182,135,129,69.48
17430,5805,154,18350,18246,355.29
17431,5805,195,243,231,84.06
17432,5806,112,1860,1797,25.75
17433,5806,85,715,691,11.09
17434,5807,137,81,77,26.6
17435,5807,57,295,292,14.51
17436,5807,36,3450,3384,22.15
17437,5807,142,22700,22654,10.48
17438,5808,95,860,856,399.4
17439,5808,180,2190,2092,7.07
17440,5808,118,255,254,22.05
17441,5808,142,13700,13508,10.48
17442,5808,152,156,154,27.02
17443,5809,114,1275,1225,17.9
17444,5809,11,22750,22190,17.22
17445,5809,14,4690,4625,383.14
17446,5809,59,325,313,212.9
17447,5809,120,1505,1448,76.0
17448,5810,188,9050,9001,96.1
17449,5810,189,3310,3299,60.14
17450,5811,78,1065,1028,5.88
17451,5811,23,5550,5276,14.24
17452,5811,103,6525,6452,24.65
17453,5811,112,1020,1000,27.2
17454,5811,136,1765,1717,22.12
17455,5812,32,4840,4773,34.9
17456,5813,16,1845,1825,31.3
17457,5813,191,9925,9468,16.54
17458,5813,171,2875,2820,90.86
17459,5813,26,66,63,540.82
17460,5813,125,1455,1440,109.38
17461,5814,114,3550,3436,17.9
17462,5814,53,3550,3384,13.88
17463,5814,93,12800,12399,38.69
17464,5814,137,236,228,26.52
17465,5814,59,1465,1413,212.9
17466,5815,144,9350,8951,31.16
17467,5815,164,430,429,17.87
17468,5815,88,10000,9953,29.64
17469,5815,194,15150,14899,13.29
17470,5816,199,1255,1195,79.26
17471,5817,99,7375,7083,87.83
17472,5817,77,2085,2045,27.57
17473,5817,194,23950,23092,14.5
17474,5818,187,1325,1310,10.32
17475,5818,150,432,419,24.99
17476,5818,47,12200,12095,12.54
17477,5818,60,12900,12821,417.05
17478,5818,108,4610,4534,89.61
17479,5819,62,3725,3721,9.38
