so_id,so_number,customer_id,warehouse_id,order_date,requested_delivery_date,actual_ship_date,status,total_amount,shipping_cost
29529,SO-2025-029529,61,5,2025-10-27,2025-11-07,2025-10-31,Delivered,240836.62,30.76
29530,SO-2025-029530,28,2,2025-10-27,2025-11-08,2025-10-30,Delivered,12751.91,86.71
29531,SO-2025-029531,148,1,2025-10-27,2025-11-02,2025-10-31,Delivered,88250.56,12.95
29532,SO-2025-029532,30,4,2025-10-27,2025-11-02,2025-10-29,Delivered,79318.98,12.77
29533,SO-2025-029533,12,5,2025-10-27,2025-10-31,2025-11-01,Delivered,44447.99,60.99
29534,SO-2025-029534,104,2,2025-10-27,2025-11-09,2025-10-28,Delivered,207866.74,47.83
29535,SO-2025-029535,28,4,2025-10-27,2025-11-09,2025-10-28,Delivered,300.83,28.87
29536,SO-2025-029536,74,2,2025-10-27,2025-11-09,2025-10-31,Delivered,2701.12,19.01
29537,SO-2025-029537,109,4,2025-10-27,2025-11-07,2025-10-30,Delivered,10400.02,27.48
29538,SO-2025-029538,143,3,2025-10-27,2025-11-02,2025-10-29,Delivered,241889.29,52.26
29539,SO-2025-029539,38,4,2025-10-27,2025-10-30,2025-10-29,Delivered,303291.02,64.55
29540,SO-2025-029540,61,5,2025-10-27,2025-10-31,2025-10-31,Delivered,273951.36,65.18
29541,SO-2025-029541,19,5,2025-10-27,2025-11-02,2025-10-29,Delivered,12783.88,14.59
29542,SO-2025-029542,38,1,2025-10-27,2025-11-08,2025-10-29,Delivered,136865.42,96.54
29543,SO-2025-029543,95,3,2025-10-27,2025-11-06,2025-10-30,Delivered,22132.88,43.2
29544,SO-2025-029544,40,5,2025-10-27,2025-11-03,2025-10-29,Delivered,856.35,62.52
29545,SO-2025-029545,137,1,2025-10-27,2025-11-10,2025-10-31,Delivered,41876.88,30.75
29546,SO-2025-029546,100,1,2025-10-27,2025-11-07,2025-10-28,Delivered,3067.95,20.17
29547,SO-2025-029547,63,5,2025-10-27,2025-11-04,2025-10-29,Delivered,487810.82,81.38
29548,SO-2025-029548,8,2,2025-10-27,2025-11-02,2025-10-29,Delivered,4139.46,81.25
29549,SO-2025-029549,72,1,2025-10-27,2025-11-05,2025-10-28,Delivered,2626.87,68.13
29550,SO-2025-029550,43,5,2025-10-27,2025-11-02,2025-10-28,Delivered,12586.79,34.93
29551,SO-2025-029551,38,3,2025-10-27,2025-10-30,2025-10-29,Delivered,308770.82,49.33
29552,SO-2025-029552,72,4,2025-10-28,2025-11-10,2025-10-31,Delivered,142.8,77.76
29553,SO-2025-029553,79,2,2025-10-28,2025-11-09,2025-10-31,Delivered,2934.33,25.46
29554,SO-2025-029554,98,5,2025-10-28,2025-11-03,2025-11-01,Delivered,390584.84,47.72
29555,SO-2025-029555,86,2,2025-10-28,2025-11-05,2025-11-01,Delivered,494.8,11.86
29556,SO-2025-029556,31,3,2025-10-28,2025-11-06,2025-11-01,Delivered,486976.52,47.22
29557,SO-2025-029557,146,1,2025-10-28,2025-11-07,2025-10-30,Delivered,10415.96,37.56
29558,SO-2025-029558,70,3,2025-10-28,2025-11-06,2025-10-29,Delivered,402407.98,61.27
29559,SO-2025-029559,24,5,2025-10-28,2025-11-02,2025-11-02,Delivered,1537.83,24.35
29560,SO-2025-029560,5,4,2025-10-28,2025-11-02,2025-11-01,Delivered,130081.68,45.04
29561,SO-2025-029561,136,4,2025-10-28,2025-11-03,2025-10-29,Delivered,280645.78,92.75
29562,SO-2025-029562,13,2,2025-10-28,2025-11-07,2025-10-31,Delivered,125243.86,54.06
29563,SO-2025-029563,4,5,2025-10-28,2025-11-11,2025-11-01,Delivered,230300.21,12.51
29564,SO-2025-029564,135,4,2025-10-28,2025-11-07,2025-11-01,Delivered,51163.29,58.03
29565,SO-2025-029565,30,2,2025-10-28,2025-11-08,2025-11-02,Delivered,250565.07,26.99
29566,SO-2025-029566,25,3,2025-10-28,2025-11-03,2025-11-01,Delivered,617.62,14.05
29567,SO-2025-029567,108,1,2025-10-28,2025-11-09,2025-11-02,Delivered,1054.9,25.32
29568,SO-2025-029568,121,5,2025-10-28,2025-11-11,2025-10-30,Delivered,724.3,53.68
29569,SO-2025-029569,135,1,2025-10-28,2025-11-02,2025-10-30,Delivered,146020.08,56.61
29570,SO-2025-029570,108,5,2025-10-28,2025-11-11,2025-11-01,Delivered,13936.32,50.73
29571,SO-2025-029571,97,2,2025-10-28,2025-11-05,2025-11-02,Delivered,352424.82,57.48
29572,SO-2025-029572,128,4,2025-10-28,2025-11-01,2025-11-02,Delivered,20197.72,73.05
29573,SO-2025-029573,55,1,2025-10-28,2025-11-07,2025-10-29,Delivered,12321.6,45.84
29574,SO-2025-029574,46,4,2025-10-28,2025-11-05,2025-10-31,Delivered,11797.84,86.83
29575,SO-2025-029575,44,5,2025-10-28,2025-11-04,2025-10-29,Delivered,51539.74,18.33
29576,SO-2025-029576,71,3,2025-10-28,2025-11-02,2025-11-01,Delivered,173320.83,26.4
29577,SO-2025-029577,104,2,2025-10-28,2025-11-02,2025-11-02,Delivered,313849.55,60.96
29578,SO-2025-029578,21,4,2025-10-28,2025-11-06,2025-11-02,Delivered,7884.45,78.62
29579,SO-2025-029579,127,4,2025-10-28,2025-11-11,2025-11-02,Delivered,266014.7,17.57
29580,SO-2025-029580,140,2,2025-10-28,2025-11-06,2025-11-02,Delivered,437.61,46.17
29581,SO-2025-029581,102,4,2025-10-28,2025-11-03,2025-11-02,Delivered,239.22,71.09
29582,SO-2025-029582,119,4,2025-10-28,2025-11-04,2025-10-31,Delivered,460.19,63.15
29583,SO-2025-029583,6,5,2025-10-28,2025-11-05,2025-10-29,Delivered,12983.89,61.76
29584,SO-2025-029584,81,3,2025-10-28,2025-11-05,2025-11-01,Delivered,160692.42,38.98
29585,SO-2025-029585,145,3,2025-10-28,2025-11-11,2025-10-30,Delivered,10479.2,61.56
29586,SO-2025-029586,90,1,2025-10-28,2025-11-08,2025-10-31,Delivered,35417.65,70.95
29587,SO-2025-029587,10,4,2025-10-28,2025-11-05,2025-11-02,Delivered,87524.5,81.01
29588,SO-2025-029588,110,4,2025-10-28,2025-11-01,2025-10-29,Delivered,17617.73,59.0
29589,SO-2025-029589,42,3,2025-10-28,2025-11-03,2025-10-31,Delivered,23941.03,64.91
29590,SO-2025-029590,39,4,2025-10-28,2025-11-09,2025-11-01,Delivered,175.26,93.66
29591,SO-2025-029591,44,4,2025-10-28,2025-11-06,2025-11-01,Delivered,260092.42,38.21
29592,SO-2025-029592,149,4,2025-10-28,2025-11-07,2025-11-02,Delivered,214780.03,48.29
29593,SO-2025-029593,91,2,2025-10-28,2025-11-08,2025-11-02,Delivered,6293.92,89.18
29594,SO-2025-029594,132,4,2025-10-28,2025-11-03,2025-10-31,Delivered,269412.25,16.18
29595,SO-2025-029595,50,3,2025-10-28,2025-11-08,2025-10-29,Delivered,291435.05,29.97
29596,SO-2025-029596,128,2,2025-10-28,2025-11-08,2025-11-02,Delivered,9290.61,49.96
29597,SO-2025-029597,97,2,2025-10-28,2025-11-10,2025-10-29,Delivered,114314.46,24.56
29598,SO-2025-029598,37,5,2025-10-28,2025-11-11,2025-10-30,Delivered,10548.62,54.75
29599,SO-2025-029599,40,1,2025-10-28,2025-10-31,2025-10-29,Delivered,3020.93,13.59
29600,SO-2025-029600,19,4,2025-10-28,2025-11-02,2025-10-30,Delivered,16731.81,92.91
29601,SO-2025-029601,70,1,2025-10-28,2025-11-01,2025-11-02,Delivered,85975.48,76.7
29602,SO-2025-029602,84,5,2025-10-28,2025-11-03,2025-11-01,Delivered,9931.0,31.41
29603,SO-2025-029603,73,1,2025-10-28,2025-11-06,2025-11-02,Delivered,437.74,55.28
29604,SO-2025-029604,33,2,2025-10-28,2025-11-04,2025-11-01,Delivered,241749.64,70.3
29605,SO-2025-029605,48,4,2025-10-28,2025-10-31,2025-10-30,Delivered,28089.06,29.78
29606,SO-2025-029606,29,5,2025-10-28,2025-11-10,2025-10-29,Delivered,427460.87,32.51
29607,SO-2025-029607,149,5,2025-10-28,2025-11-05,2025-10-29,Delivered,55051.14,46.8
29608,SO-2025-029608,18,2,2025-10-28,2025-11-03,2025-11-01,Delivered,17245.56,43.84
29609,SO-2025-029609,60,2,2025-10-28,2025-11-05,2025-11-01,Delivered,136042.38,26.26
29610,SO-2025-029610,18,2,2025-10-29,2025-11-02,2025-11-01,Delivered,4223.55,38.77
29611,SO-2025-029611,75,2,2025-10-29,2025-11-12,2025-10-30,Delivered,11156.96,77.88
29612,SO-2025-029612,135,5,2025-10-29,2025-11-03,2025-11-02,Delivered,35935.28,76.61
29613,SO-2025-029613,143,5,2025-10-29,2025-11-10,2025-10-31,Delivered,25593.36,51.21
29614,SO-2025-029614,100,2,2025-10-29,2025-11-01,2025-10-31,Delivered,3539.25,91.32
29615,SO-2025-029615,74,2,2025-10-29,2025-11-07,2025-10-30,Delivered,1453.4,80.36
29616,SO-2025-029616,88,4,2025-10-29,2025-11-01,2025-10-31,Delivered,326706.43,64.26
29617,SO-2025-029617,16,3,2025-10-29,2025-11-12,2025-10-31,Delivered,198484.88,52.03
29618,SO-2025-029618,44,2,2025-10-29,2025-11-05,2025-11-01,Delivered,82291.92,36.29
29619,SO-2025-029619,67,3,2025-10-29,2025-11-12,2025-10-31,Delivered,154755.14,32.32
29620,SO-2025-029620,139,1,2025-10-29,2025-11-09,2025-10-30,Delivered,91834.69,37.91
29621,SO-2025-029621,141,3,2025-10-29,2025-11-04,2025-11-02,Delivered,293732.93,87.34
29622,SO-2025-029622,50,4,2025-10-29,2025-11-02,2025-11-01,Delivered,74224.55,32.12
29623,SO-2025-029623,27,5,2025-10-29,2025-11-08,2025-11-03,Delivered,8134.13,93.61
29624,SO-2025-029624,128,5,2025-10-29,2025-11-11,2025-11-02,Delivered,9867.09,81.69
29625,SO-2025-029625,31,5,2025-10-29,2025-11-07,2025-11-01,Delivered,103233.28,81.85
29626,SO-2025-029626,5,3,2025-10-29,2025-11-06,2025-10-31,Delivered,47810.34,94.01
29627,SO-2025-029627,55,5,2025-10-29,2025-11-08,2025-10-30,Delivered,18502.35,36.4
29628,SO-2025-029628,58,5,2025-10-29,2025-11-02,2025-11-01,Delivered,52087.17,99.7
29629,SO-2025-029629,96,4,2025-10-29,2025-11-01,2025-11-02,Delivered,880.59,20.03
29630,SO-2025-029630,50,1,2025-10-29,2025-11-08,2025-11-01,Delivered,172145.3,86.69
29631,SO-2025-029631,73,2,2025-10-29,2025-11-11,2025-10-30,Delivered,6002.87,49.6
29632,SO-2025-029632,97,5,2025-10-29,2025-11-07,2025-11-02,Delivered,81927.12,90.81
29633,SO-2025-029633,11,2,2025-10-29,2025-11-08,2025-11-02,Delivered,778.96,64.16
29634,SO-2025-029634,117,3,2025-10-29,2025-11-01,2025-11-02,Delivered,2889.32,84.75
29635,SO-2025-029635,113,4,2025-10-29,2025-11-05,2025-11-02,Delivered,5493.0,88.83
29636,SO-2025-029636,21,4,2025-10-29,2025-11-02,2025-11-03,Delivered,13670.23,49.5
29637,SO-2025-029637,54,1,2025-10-29,2025-11-12,2025-11-03,Delivered,392851.84,77.51
29638,SO-2025-029638,69,1,2025-10-29,2025-11-11,2025-11-03,Delivered,19880.4,94.53
29639,SO-2025-029639,71,1,2025-10-29,2025-11-03,2025-10-31,Delivered,153764.41,91.79
29640,SO-2025-029640,24,4,2025-10-29,2025-11-09,2025-11-01,Delivered,557.76,40.39
29641,SO-2025-029641,94,5,2025-10-29,2025-11-10,2025-11-03,Delivered,217459.31,45.07
29642,SO-2025-029642,33,4,2025-10-29,2025-11-07,2025-10-30,Delivered,69782.18,56.42
29643,SO-2025-029643,6,5,2025-10-29,2025-11-10,2025-11-02,Delivered,2761.08,57.53
29644,SO-2025-029644,115,2,2025-10-29,2025-11-02,2025-11-03,Delivered,174114.55,89.62
29645,SO-2025-029645,114,4,2025-10-29,2025-11-11,2025-11-02,Delivered,8089.37,60.47
29646,SO-2025-029646,2,2,2025-10-29,2025-11-05,2025-10-31,Delivered,177975.9,26.08
29647,SO-2025-029647,86,1,2025-10-29,2025-11-09,2025-11-02,Delivered,800.38,64.22
29648,SO-2025-029648,60,4,2025-10-29,2025-11-06,2025-10-31,Delivered,51814.75,15.84
29649,SO-2025-029649,54,2,2025-10-29,2025-11-10,2025-11-02,Delivered,133247.51,53.42
29650,SO-2025-029650,132,2,2025-10-29,2025-11-03,2025-10-31,Delivered,130407.14,58.35
29651,SO-2025-029651,71,3,2025-10-29,2025-11-07,2025-10-30,Delivered,137118.67,67.59
29652,SO-2025-029652,25,3,2025-10-29,2025-11-09,2025-10-30,Delivered,89.67,18.76
29653,SO-2025-029653,148,2,2025-10-29,2025-11-05,2025-11-03,Delivered,114712.59,58.91
29654,SO-2025-029654,90,5,2025-10-29,2025-11-03,2025-11-01,Delivered,58055.45,90.08
29655,SO-2025-029655,55,3,2025-10-29,2025-11-03,2025-11-02,Delivered,8244.66,97.71
29656,SO-2025-029656,148,1,2025-10-29,2025-11-04,2025-10-31,Delivered,290497.87,35.8
29657,SO-2025-029657,89,3,2025-10-29,2025-11-10,2025-11-02,Delivered,324831.65,55.38
29658,SO-2025-029658,57,5,2025-10-29,2025-11-04,2025-11-02,Delivered,294536.73,45.27
29659,SO-2025-029659,97,3,2025-10-29,2025-11-01,2025-11-02,Delivered,213803.82,29.94
29660,SO-2025-029660,87,2,2025-10-29,2025-11-10,2025-11-03,Delivered,133802.88,45.66
29661,SO-2025-029661,56,2,2025-10-29,2025-11-07,2025-10-30,Delivered,7865.0,14.04
29662,SO-2025-029662,40,4,2025-10-30,2025-11-03,2025-10-31,Delivered,688.56,17.56
29663,SO-2025-029663,102,3,2025-10-30,2025-11-07,2025-11-02,Delivered,15820.86,88.79
29664,SO-2025-029664,89,4,2025-10-30,2025-11-12,2025-10-31,Delivered,117071.45,98.01
29665,SO-2025-029665,85,2,2025-10-30,2025-11-08,2025-10-31,Delivered,258908.69,96.86
29666,SO-2025-029666,34,4,2025-10-30,2025-11-12,2025-11-04,Delivered,218459.38,40.07
29667,SO-2025-029667,94,4,2025-10-30,2025-11-06,2025-11-01,Delivered,121235.41,61.92
29668,SO-2025-029668,47,1,2025-10-30,2025-11-08,2025-11-04,Delivered,11051.05,89.44
29669,SO-2025-029669,119,4,2025-10-30,2025-11-03,2025-11-02,Delivered,3473.7,30.72
29670,SO-2025-029670,106,4,2025-10-30,2025-11-06,2025-11-01,Delivered,4730.21,19.62
29671,SO-2025-029671,25,5,2025-10-30,2025-11-04,2025-11-03,Delivered,7695.39,16.43
29672,SO-2025-029672,88,5,2025-10-30,2025-11-02,2025-11-03,Delivered,45266.03,91.76
29673,SO-2025-029673,100,4,2025-10-30,2025-11-08,2025-10-31,Delivered,2679.0,21.04
29674,SO-2025-029674,62,1,2025-10-30,2025-11-05,2025-11-01,Delivered,34252.11,70.16
29675,SO-2025-029675,133,3,2025-10-30,2025-11-12,2025-11-03,Delivered,117316.56,71.34
29676,SO-2025-029676,103,5,2025-10-30,2025-11-06,2025-11-03,Delivered,394991.87,13.9
29677,SO-2025-029677,73,5,2025-10-30,2025-11-07,2025-11-02,Delivered,3175.28,71.32
29678,SO-2025-029678,111,1,2025-10-30,2025-11-08,2025-11-04,Delivered,3200.64,79.55
29679,SO-2025-029679,34,4,2025-10-30,2025-11-09,2025-11-03,Delivered,51242.34,47.09
29680,SO-2025-029680,128,2,2025-10-30,2025-11-10,2025-11-03,Delivered,1484.4,74.47
29681,SO-2025-029681,94,5,2025-10-30,2025-11-05,2025-11-02,Delivered,72795.57,39.31
29682,SO-2025-029682,109,1,2025-10-30,2025-11-09,2025-10-31,Delivered,18843.9,63.88
29683,SO-2025-029683,98,1,2025-10-30,2025-11-06,2025-11-03,Delivered,140433.46,49.68
29684,SO-2025-029684,104,2,2025-10-30,2025-11-06,2025-11-04,Delivered,652971.41,11.69
29685,SO-2025-029685,33,1,2025-10-30,2025-11-04,2025-11-02,Delivered,339675.4,43.33
29686,SO-2025-029686,97,1,2025-10-30,2025-11-06,2025-10-31,Delivered,202090.26,93.53
29687,SO-2025-029687,93,2,2025-10-30,2025-11-11,2025-11-03,Delivered,79876.17,67.72
29688,SO-2025-029688,20,5,2025-10-30,2025-11-06,2025-11-03,Delivered,241264.27,69.24
29689,SO-2025-029689,145,2,2025-10-30,2025-11-05,2025-11-02,Delivered,1650.1,79.08
29690,SO-2025-029690,81,5,2025-10-30,2025-11-06,2025-11-03,Delivered,199866.44,95.48
29691,SO-2025-029691,137,3,2025-10-30,2025-11-13,2025-11-01,Delivered,10207.1,43.16
29692,SO-2025-029692,86,2,2025-10-30,2025-11-13,2025-11-04,Delivered,17618.58,65.1
29693,SO-2025-029693,143,4,2025-10-30,2025-11-11,2025-11-01,Delivered,170621.82,51.68
29694,SO-2025-029694,93,4,2025-10-30,2025-11-04,2025-10-31,Delivered,154538.44,45.47
29695,SO-2025-029695,18,1,2025-10-30,2025-11-09,2025-11-01,Delivered,1118.22,86.89
29696,SO-2025-029696,24,1,2025-10-30,2025-11-13,2025-10-31,Delivered,37278.9,85.26
29697,SO-2025-029697,23,4,2025-10-30,2025-11-13,2025-10-31,Delivered,87144.73,92.7
29698,SO-2025-029698,87,2,2025-10-30,2025-11-07,2025-10-31,Delivered,78909.45,49.59
29699,SO-2025-029699,81,4,2025-10-30,2025-11-02,2025-11-02,Delivered,128481.16,27.31
29700,SO-2025-029700,142,3,2025-10-30,2025-11-03,2025-10-31,Delivered,204794.05,22.44
29701,SO-2025-029701,100,5,2025-10-30,2025-11-09,2025-11-01,Delivered,1752.6,45.58
29702,SO-2025-029702,52,5,2025-10-30,2025-11-13,2025-11-03,Delivered,108669.32,59.67
29703,SO-2025-029703,139,5,2025-10-30,2025-11-07,2025-11-01,Delivered,262576.25,57.59
29704,SO-2025-029704,53,1,2025-10-30,2025-11-09,2025-11-03,Delivered,110104.46,53.39
29705,SO-2025-029705,68,3,2025-10-31,2025-11-13,2025-11-01,Delivered,232144.95,73.21
29706,SO-2025-029706,86,4,2025-10-31,2025-11-09,2025-11-03,Delivered,13794.84,30.23
29707,SO-2025-029707,78,4,2025-10-31,2025-11-10,2025-11-01,Delivered,1260.45,23.53
29708,SO-2025-029708,88,5,2025-10-31,2025-11-14,2025-11-03,Delivered,178940.17,52.62
29709,SO-2025-029709,40,5,2025-10-31,2025-11-12,2025-11-04,Delivered,7938.6,69.22
29710,SO-2025-029710,82,5,2025-10-31,2025-11-07,2025-11-05,Delivered,17900.01,73.56
29711,SO-2025-029711,15,1,2025-10-31,2025-11-07,2025-11-03,Delivered,82833.04,76.17
29712,SO-2025-029712,80,2,2025-10-31,2025-11-14,2025-11-02,Delivered,3433.57,65.36
29713,SO-2025-029713,72,5,2025-10-31,2025-11-08,2025-11-05,Delivered,7412.04,45.92
29714,SO-2025-029714,140,2,2025-10-31,2025-11-10,2025-11-05,Delivered,11203.23,37.32
29715,SO-2025-029715,41,2,2025-10-31,2025-11-14,2025-11-03,Delivered,205289.09,50.2
29716,SO-2025-029716,83,3,2025-10-31,2025-11-08,2025-11-04,Delivered,327550.72,10.12
29717,SO-2025-029717,9,2,2025-10-31,2025-11-06,2025-11-03,Delivered,130965.52,85.87
29718,SO-2025-029718,86,4,2025-10-31,2025-11-03,2025-11-04,Delivered,11987.07,55.22
29719,SO-2025-029719,28,3,2025-10-31,2025-11-13,2025-11-01,Delivered,17233.64,16.82
29720,SO-2025-029720,127,1,2025-10-31,2025-11-13,2025-11-03,Delivered,225921.42,79.97
29721,SO-2025-029721,84,1,2025-10-31,2025-11-04,2025-11-04,Delivered,18815.6,20.5
29722,SO-2025-029722,139,5,2025-10-31,2025-11-05,2025-11-03,Delivered,107605.7,83.67
29723,SO-2025-029723,141,2,2025-10-31,2025-11-14,2025-11-05,Delivered,259909.13,76.0
29724,SO-2025-029724,124,2,2025-10-31,2025-11-09,2025-11-03,Delivered,242831.54,46.12
29725,SO-2025-029725,65,5,2025-10-31,2025-11-08,2025-11-02,Delivered,112313.87,59.2
29726,SO-2025-029726,9,2,2025-10-31,2025-11-08,2025-11-04,Delivered,355723.14,87.35
29727,SO-2025-029727,92,2,2025-10-31,2025-11-03,2025-11-01,Delivered,152266.59,73.73
29728,SO-2025-029728,21,2,2025-10-31,2025-11-11,2025-11-01,Delivered,884.07,24.42
29729,SO-2025-029729,12,3,2025-10-31,2025-11-03,2025-11-02,Delivered,353758.58,60.22
29730,SO-2025-029730,61,2,2025-10-31,2025-11-08,2025-11-05,Delivered,59024.44,85.09
29731,SO-2025-029731,26,2,2025-10-31,2025-11-04,2025-11-05,Delivered,38576.91,75.56
29732,SO-2025-029732,67,3,2025-10-31,2025-11-11,2025-11-03,Delivered,108012.19,89.03
29733,SO-2025-029733,91,5,2025-10-31,2025-11-03,2025-11-01,Delivered,5485.86,23.04
29734,SO-2025-029734,112,4,2025-10-31,2025-11-13,2025-11-01,Delivered,18512.5,27.95
29735,SO-2025-029735,26,4,2025-10-31,2025-11-13,2025-11-01,Delivered,442224.76,46.12
29736,SO-2025-029736,69,5,2025-10-31,2025-11-13,2025-11-01,Delivered,13444.26,31.31
29737,SO-2025-029737,46,2,2025-10-31,2025-11-07,2025-11-02,Delivered,18751.02,10.58
29738,SO-2025-029738,115,4,2025-10-31,2025-11-14,2025-11-03,Delivered,87759.7,78.03
29739,SO-2025-029739,119,4,2025-10-31,2025-11-13,2025-11-05,Delivered,6162.3,32.11
29740,SO-2025-029740,102,2,2025-10-31,2025-11-10,2025-11-04,Delivered,2112.0,22.95
29741,SO-2025-029741,133,3,2025-10-31,2025-11-07,2025-11-05,Delivered,119262.9,61.12
29742,SO-2025-029742,54,2,2025-10-31,2025-11-06,2025-11-01,Delivered,432625.68,71.27
29743,SO-2025-029743,15,1,2025-10-31,2025-11-11,2025-11-03,Delivered,169519.69,60.7
29744,SO-2025-029744,14,2,2025-10-31,2025-11-09,2025-11-02,Delivered,75907.78,28.02
29745,SO-2025-029745,71,5,2025-10-31,2025-11-14,2025-11-03,Delivered,142533.48,98.67
29746,SO-2025-029746,114,4,2025-10-31,2025-11-13,2025-11-01,Delivered,20162.92,52.79
29747,SO-2025-029747,123,1,2025-10-31,2025-11-10,2025-11-04,Delivered,1567.87,98.95
29748,SO-2025-029748,100,4,2025-10-31,2025-11-09,2025-11-04,Delivered,6271.36,53.66
29749,SO-2025-029749,150,1,2025-10-31,2025-11-11,2025-11-04,Delivered,199078.85,35.28
29750,SO-2025-029750,137,1,2025-10-31,2025-11-14,2025-11-05,Delivered,21757.88,42.34
29751,SO-2025-029751,70,5,2025-10-31,2025-11-10,2025-11-04,Delivered,921060.03,18.4
29752,SO-2025-029752,123,4,2025-10-31,2025-11-08,2025-11-05,Delivered,7062.54,89.9
29753,SO-2025-029753,95,5,2025-10-31,2025-11-10,2025-11-05,Delivered,7284.72,50.85
29754,SO-2025-029754,77,1,2025-10-31,2025-11-07,2025-11-04,Delivered,22388.51,73.95
29755,SO-2025-029755,54,2,2025-10-31,2025-11-12,2025-11-05,Delivered,342154.6,51.39
29756,SO-2025-029756,15,5,2025-11-01,2025-11-14,2025-11-03,Delivered,110733.79,67.86
29757,SO-2025-029757,43,2,2025-11-01,2025-11-08,2025-11-05,Delivered,131254.05,32.55
29758,SO-2025-029758,60,4,2025-11-01,2025-11-04,2025-11-04,Delivered,88889.12,99.11
29759,SO-2025-029759,104,3,2025-11-01,2025-11-09,2025-11-04,Delivered,221411.77,62.18
29760,SO-2025-029760,64,5,2025-11-01,2025-11-08,2025-11-05,Delivered,12169.88,82.93
29761,SO-2025-029761,12,2,2025-11-01,2025-11-09,2025-11-06,Delivered,66029.65,47.34
29762,SO-2025-029762,120,3,2025-11-01,2025-11-12,2025-11-04,Delivered,245026.08,25.32
29763,SO-2025-029763,1,3,2025-11-01,2025-11-05,2025-11-03,Delivered,160933.89,61.23
29764,SO-2025-029764,99,3,2025-11-01,2025-11-08,2025-11-03,Delivered,1688.2,97.81
29765,SO-2025-029765,132,3,2025-11-01,2025-11-08,2025-11-04,Delivered,205045.66,45.22
29766,SO-2025-029766,116,3,2025-11-01,2025-11-12,2025-11-06,Delivered,2708.3,52.34
29767,SO-2025-029767,7,3,2025-11-01,2025-11-12,2025-11-04,Delivered,22319.4,42.72
29768,SO-2025-029768,18,2,2025-11-01,2025-11-07,2025-11-06,Delivered,9366.26,49.48
29769,SO-2025-029769,45,2,2025-11-01,2025-11-12,2025-11-04,Delivered,4934.02,26.18
29770,SO-2025-029770,80,1,2025-11-01,2025-11-12,2025-11-06,Delivered,20340.76,96.64
29771,SO-2025-029771,109,4,2025-11-01,2025-11-10,2025-11-04,Delivered,15389.19,23.32
29772,SO-2025-029772,6,3,2025-11-01,2025-11-14,2025-11-02,Delivered,14857.78,31.68
29773,SO-2025-029773,80,4,2025-11-01,2025-11-05,2025-11-03,Delivered,558.11,79.65
29774,SO-2025-029774,40,4,2025-11-01,2025-11-10,2025-11-06,Delivered,14270.7,36.62
29775,SO-2025-029775,150,4,2025-11-01,2025-11-11,2025-11-02,Delivered,190098.96,86.55
29776,SO-2025-029776,12,1,2025-11-01,2025-11-14,2025-11-06,Delivered,68916.98,87.4
29777,SO-2025-029777,62,5,2025-11-01,2025-11-08,2025-11-03,Delivered,15203.52,62.13
29778,SO-2025-029778,11,5,2025-11-01,2025-11-11,2025-11-03,Delivered,3864.12,42.81
29779,SO-2025-029779,54,4,2025-11-01,2025-11-13,2025-11-06,Delivered,173891.64,28.89
29780,SO-2025-029780,63,3,2025-11-01,2025-11-11,2025-11-04,Delivered,70986.45,17.52
29781,SO-2025-029781,78,3,2025-11-01,2025-11-08,2025-11-05,Delivered,3875.6,28.74
29782,SO-2025-029782,67,5,2025-11-01,2025-11-11,2025-11-03,Delivered,246253.53,46.71
29783,SO-2025-029783,69,5,2025-11-01,2025-11-05,2025-11-03,Delivered,2328.4,96.14
29784,SO-2025-029784,54,5,2025-11-01,2025-11-06,2025-11-03,Delivered,342668.98,30.02
29785,SO-2025-029785,59,1,2025-11-01,2025-11-07,2025-11-03,Delivered,327820.73,47.99
29786,SO-2025-029786,78,3,2025-11-01,2025-11-06,2025-11-04,Delivered,523.99,20.39
29787,SO-2025-029787,100,5,2025-11-01,2025-11-04,2025-11-04,Delivered,4969.13,72.32
29788,SO-2025-029788,58,5,2025-11-01,2025-11-08,2025-11-06,Delivered,257291.34,75.32
29789,SO-2025-029789,34,1,2025-11-01,2025-11-09,2025-11-04,Delivered,90091.98,51.32
29790,SO-2025-029790,106,5,2025-11-01,2025-11-15,2025-11-04,Delivered,7331.36,71.98
29791,SO-2025-029791,11,5,2025-11-01,2025-11-06,2025-11-05,Delivered,12004.44,45.36
29792,SO-2025-029792,98,5,2025-11-01,2025-11-09,2025-11-03,Delivered,239754.17,82.41
29793,SO-2025-029793,104,3,2025-11-01,2025-11-04,2025-11-06,Delivered,134674.96,78.85
29794,SO-2025-029794,132,2,2025-11-02,2025-11-05,2025-11-05,Delivered,92590.96,75.19
29795,SO-2025-029795,103,3,2025-11-02,2025-11-10,2025-11-03,Delivered,279664.18,28.7
29796,SO-2025-029796,42,5,2025-11-02,2025-11-12,2025-11-07,Delivered,9385.11,35.24
29797,SO-2025-029797,133,4,2025-11-02,2025-11-07,2025-11-04,Delivered,276223.94,73.65
29798,SO-2025-029798,141,5,2025-11-02,2025-11-09,2025-11-03,Delivered,114356.55,68.34
29799,SO-2025-029799,30,4,2025-11-02,2025-11-16,2025-11-04,Delivered,270842.13,58.67
29800,SO-2025-029800,45,1,2025-11-02,2025-11-09,2025-11-04,Delivered,15599.4,58.86
29801,SO-2025-029801,2,3,2025-11-02,2025-11-14,2025-11-05,Delivered,161966.02,41.88
